City,State,County,Region,Division,Latitude,Longitude,Population,Asian,White,Black,Indian,Hispanic,Hawaiian,Other,Females,Males,Median_age,Median_female_age,Median_male_age,Households,Persons_per_household,Household_income
Saint Paul Island,Alaska,Aleutians West,West,Pacific,57.180953,-170.267225,479,5,69,2,417,17,2,7,225,254,34.4,31.8,35.6,162,2.81,50750.0
Salcha,Alaska,Fairbanks North Star,West,Pacific,64.691305,-145.542698,920,22,1301,21,89,44,0,5,649,736,40.2,39.3,41.2,554,2.5,47308.0
Sand Point,Alaska,Aleutians East,West,Pacific,55.264164,-160.585536,978,359,207,29,417,60,9,16,366,612,40.2,40.0,40.2,248,2.53,55417.0
Savoonga,Alaska,Nome,West,Pacific,63.333045,-170.271064,671,1,36,0,637,0,0,0,324,347,26.6,25.3,28.3,166,4.04,23438.0
Scammon Bay,Alaska,Wade Hampton,West,Pacific,61.802441,-165.071643,480,0,5,1,474,0,1,0,215,265,17.8,18.2,17.4,96,4.94,25625.0
Selawik,Alaska,Northwest Arctic,West,Pacific,66.298044,-159.940988,841,2,116,6,804,0,0,1,403,438,21.4,20.4,22.0,189,4.45,25625.0
Seldovia,Alaska,Kenai Peninsula,West,Pacific,59.319224,-151.69941,414,15,326,13,117,14,4,0,196,218,47.8,47.5,48.0,193,2.15,40938.0
Seward,Alaska,Kenai Peninsula,West,Pacific,60.316025,-149.215646,282,153,3980,135,944,139,32,44,2047,2885,39.6,41.0,38.8,1876,2.24,49716.0
Shageluk,Alaska,Yukon Koyukuk,West,Pacific,62.601333,-159.75036,83,0,8,0,80,0,0,0,41,42,37.8,35.5,41.5,36,2.31,26667.0
Shaktoolik,Alaska,Nome,West,Pacific,64.695585,-160.456996,251,0,10,0,242,0,0,0,115,136,25.8,28.5,24.3,64,3.92,31875.0
Shishmaref,Alaska,Nome,West,Pacific,66.078272,-165.75569,567,3,28,1,542,1,0,1,253,314,22.8,23.1,22.3,141,3.99,30714.0
Shungnak,Alaska,Northwest Arctic,West,Pacific,66.733264,-156.979206,262,0,15,0,247,1,0,0,131,131,23.0,22.5,23.1,62,4.23,44375.0
Sitka,Alaska,Sitka,West,Pacific,57.087445,-135.490539,6568,718,6590,88,2184,437,78,162,4400,4480,38.2,38.7,37.6,3544,2.43,52315.0
Skagway,Alaska,Skagway,West,Pacific,59.571902,-135.353436,968,22,922,2,52,21,2,9,468,500,41.2,40.1,42.6,436,2.15,49375.0
Skwentna,Alaska,Matanuska Susitna,West,Pacific,61.93926,-151.735321,65,0,65,0,0,0,0,0,28,37,52.5,51.7,52.7,34,1.91,22708.0
Sleetmute,Alaska,Bethel,West,Pacific,61.586056,-157.000901,86,0,20,0,66,1,0,0,38,48,37.5,34.0,39.0,36,2.39,15000.0
Soldotna,Alaska,Aleutians East,West,Pacific,60.396127,-150.962582,9248,308,13196,81,1186,460,79,157,7018,7173,38.8,39.3,38.3,5564,2.52,50273.0
South Naknek,Alaska,Bristol Bay,West,Pacific,58.732084,-156.914533,79,3,13,0,66,0,0,0,33,46,45.8,48.5,45.5,35,2.26,22344.0
Stebbins,Alaska,Nome,West,Pacific,63.518569,-162.439662,556,1,24,1,530,0,0,0,278,278,21.5,21.5,21.5,134,4.15,23125.0
Sterling,Alaska,Kenai Peninsula,West,Pacific,60.518804,-150.790776,917,75,3485,25,242,113,5,37,1738,1966,45.9,45.8,46.0,1528,2.42,44167.0
Stevens Village,Alaska,Yukon Koyukuk,West,Pacific,66.026224,-149.264776,78,0,9,2,71,12,0,1,30,48,30.5,25.5,33.5,26,3.0,12500.0
Sutton,Alaska,Matanuska Susitna,West,Pacific,61.86396,-148.442525,321,32,1292,12,184,45,1,5,694,750,45.2,44.5,45.7,602,2.4,37391.0
Talkeetna,Alaska,Matanuska Susitna,West,Pacific,62.427257,-148.767307,308,25,1454,8,99,31,4,11,718,828,46.0,46.2,45.9,757,2.04,35650.0
Tanacross,Alaska,Southeast Fairbanks,West,Pacific,63.378719,-143.39367,124,0,15,0,118,0,0,0,59,65,41.0,41.3,40.5,50,2.48,22083.0
Tanana,Alaska,Yukon Koyukuk,West,Pacific,65.33369,-151.799544,246,1,29,2,220,1,1,1,115,131,42.3,39.3,42.8,100,2.41,29750.0
Tatitlek,Alaska,Valdez Cordova,West,Pacific,60.5426,-145.7578,88,1,32,0,58,3,1,1,48,40,29.5,27.5,32.0,36,2.44,36875.0
Teller,Alaska,Nome,West,Pacific,65.061886,-166.428628,254,0,32,1,221,3,0,0,117,137,26.0,21.2,29.5,73,3.15,23000.0
Tenakee Springs,Alaska,Hoonah Angoon,West,Pacific,57.836669,-135.133152,133,1,130,1,5,2,0,0,64,69,55.7,54.7,56.1,73,1.82,33125.0
Thorne Bay,Alaska,Prince Of Wales Hyder,West,Pacific,55.651482,-132.542306,531,10,493,1,48,8,2,3,221,310,45.6,44.6,46.2,244,2.16,45625.0
Togiak,Alaska,Dillingham,West,Pacific,59.173478,-160.715548,891,0,164,13,839,15,4,4,427,464,25.2,24.6,26.2,260,3.43,23977.0
Tok,Alaska,Southeast Fairbanks,West,Pacific,63.867306,-143.020004,102,11,1154,9,472,34,2,7,709,826,41.8,41.8,42.0,630,2.43,38309.0
Toksook Bay,Alaska,Bethel,West,Pacific,60.7923,-161.7555,590,2,37,2,555,6,0,6,275,315,21.1,21.4,20.9,125,4.72,30208.0
Trapper Creek,Alaska,Matanuska Susitna,West,Pacific,61.434299,-150.299797,524,7,483,6,56,5,0,0,249,275,47.2,45.5,49.1,246,2.1,29271.0
Tuluksak,Alaska,Bethel,West,Pacific,61.108836,-160.95451,373,0,18,1,357,0,0,0,173,200,26.6,23.8,28.0,92,4.05,31563.0
Tuntutuliak,Alaska,Bethel,West,Pacific,60.7925,-161.7559,408,0,17,0,396,0,0,0,192,216,21.4,22.3,20.3,96,4.25,25500.0
Tununak,Alaska,Bethel,West,Pacific,60.6138,-164.719006,325,0,17,0,312,0,1,0,134,191,24.4,25.7,23.7,83,3.92,25000.0
Tyonek,Alaska,Kenai Peninsula,West,Pacific,61.167613,-151.958153,373,2,196,6,172,13,6,3,86,287,44.5,31.7,46.4,85,2.33,26667.0
Unalakleet,Alaska,Nome,West,Pacific,63.572968,-160.58448,688,6,142,9,574,7,0,1,317,371,33.1,34.2,31.5,225,3.06,41667.0
Unalaska,Alaska,Aleutians West,West,Pacific,53.859159,-166.679991,4224,1466,1833,323,348,659,130,381,1319,2905,40.8,40.4,41.0,845,2.51,74091.0
Valdez,Alaska,Valdez Cordova,West,Pacific,60.605332,-146.856312,24,122,3505,41,514,185,49,40,1866,2139,36.8,36.1,37.3,1592,2.42,66169.0
Venetie,Alaska,Yukon Koyukuk,West,Pacific,67.008205,-146.378047,167,3,13,0,160,3,1,0,66,101,30.4,30.5,30.4,62,2.69,21000.0
Wainwright,Alaska,North Slope,West,Pacific,70.697074,-159.325209,556,1,54,0,510,2,0,1,257,299,27.6,26.5,28.8,147,3.65,54722.0
Wales,Alaska,Nome,West,Pacific,65.672559,-167.587124,145,0,22,0,136,0,0,0,63,82,25.4,18.3,27.6,43,3.37,33333.0
Wasilla,Alaska,Matanuska Susitna,West,Pacific,61.493489,-149.767459,36335,1369,47342,983,5248,2085,360,680,25299,26869,8.18,8.2,8.15,18136,0.715,24169.75
White Mountain,Alaska,Nome,West,Pacific,64.882299,-162.472054,190,0,35,0,167,2,0,0,81,109,27.2,25.5,27.4,65,2.92,25833.0
Whittier,Alaska,Valdez Cordova,West,Pacific,60.438812,-148.301185,248,29,203,2,33,12,8,3,101,147,43.7,46.5,43.5,124,1.87,46875.0
Willow,Alaska,Matanuska Susitna,West,Pacific,61.611858,-150.314412,995,27,2577,15,235,46,6,14,1287,1472,46.6,44.9,47.6,1191,2.31,33879.0
Wrangell,Alaska,Wrangell,West,Pacific,56.179952,-132.030401,2338,56,1902,11,581,37,15,8,1113,1225,46.5,46.0,47.1,1037,2.24,43696.0
Yakutat,Alaska,Yakutat,West,Pacific,59.74337,-139.502946,662,43,369,5,330,17,22,1,302,360,39.7,37.6,41.1,270,2.39,47232.0
Abbeville,Alabama,Henry,South,East South Central,31.593513,-85.228148,6757,36,4371,2303,49,155,5,90,3489,3294,46.2,48.1,44.3,2824,2.34,27008.0
Adamsville,Alabama,Jefferson,South,East South Central,33.592857,-86.994015,8258,34,4797,3021,81,157,5,90,4136,3806,39.6,40.7,38.5,3067,2.58,41878.0
Addison,Alabama,Cullman,South,East South Central,34.202745,-87.204788,2084,3,2393,3,18,28,0,18,1190,1225,40.5,41.6,39.6,1001,2.41,29931.0
Adger,Alabama,Jefferson,South,East South Central,33.44619,-87.222997,3860,6,2921,177,42,29,0,8,1527,1594,41.2,42.3,39.8,1188,2.63,34856.0
Akron,Alabama,Hale,South,East South Central,32.855328,-87.715739,1030,1,460,598,2,6,1,1,548,512,44.7,44.6,44.8,473,2.24,25764.0
Alabaster,Alabama,Shelby,South,East South Central,33.218709,-86.783546,26823,307,21089,3668,215,2675,24,1392,13339,12886,35.6,36.8,34.3,9180,2.82,56721.0
Alberta,Alabama,Wilcox,South,East South Central,32.146356,-87.347604,986,0,26,759,0,8,0,1,444,340,33.0,34.2,30.0,286,2.74,9792.0
Albertville,Alabama,De Kalb,South,East South Central,34.251568,-86.25698,35367,209,26973,702,562,8630,110,6113,17044,16880,33.05,34.35,31.9,12040,2.8,31455.5
Alexander City,Alabama,Coosa,South,East South Central,32.901124,-85.917795,22520,183,13880,6110,126,892,29,697,10849,9967,20.4,21.1,19.7,8476,1.21,15416.0
Alexandria,Alabama,Calhoun,South,East South Central,33.76942,-85.903943,4350,24,4205,338,41,37,17,24,2360,2243,38.9,39.7,37.9,1744,2.63,41126.0
Aliceville,Alabama,Greene,South,East South Central,33.011965,-88.183705,4950,14,1035,3924,22,53,0,30,2651,2321,40.8,43.0,37.4,2002,2.44,20994.0
Allgood,Alabama,Blount,South,East South Central,33.9119,-86.5094,124,4,97,3,0,103,0,20,56,68,23.3,15.0,27.7,34,3.65,0.0
Alpine,Alabama,Talladega,South,East South Central,33.345229,-86.265748,3993,5,2297,2244,31,40,0,15,2093,2453,40.8,42.4,39.6,1592,2.51,33712.0
Altoona,Alabama,Blount,South,East South Central,34.045616,-86.285992,7490,23,7417,63,119,338,8,227,3934,3793,39.3,40.1,38.7,2997,2.56,28683.0
Andalusia,Alabama,Conecuh,South,East South Central,31.223546,-86.601949,19628,135,16856,2887,235,290,2,101,10232,9682,41.45,43.45,39.4,8124,2.41,13943.5
Anderson,Alabama,Lauderdale,South,East South Central,34.939154,-87.246764,1961,5,2225,11,27,20,0,10,1153,1099,42.4,43.8,41.2,913,2.47,32039.0
Anniston,Alabama,Calhoun,South,East South Central,33.677138,-85.91992,52326,578,34163,16812,504,1611,67,838,27154,24865,26.77,28.37,25.02,21358,1.551666,20993.33
Arab,Alabama,Blount,South,East South Central,34.321754,-86.496857,16740,108,16359,68,285,318,18,176,8595,8183,40.7,42.3,39.4,6847,2.44,35748.0
Ardmore,Alabama,Limestone,South,East South Central,34.956162,-86.811034,5477,64,4670,359,88,144,2,66,2642,2504,38.1,38.7,37.5,1988,2.59,36574.0
Ariton,Alabama,Barbour,South,East South Central,31.612372,-85.696016,2630,10,2366,374,35,100,8,25,1404,1366,41.6,42.6,40.8,1102,2.51,23550.0
Arley,Alabama,Cullman,South,East South Central,34.078804,-87.184711,3667,12,3560,17,44,18,8,12,1811,1786,47.4,47.4,47.5,1541,2.33,29613.0
Arlington,Alabama,Wilcox,South,East South Central,32.076245,-87.562152,337,0,144,328,5,4,0,0,241,231,35.3,33.9,36.1,172,2.74,23750.0
Ashford,Alabama,Houston,South,East South Central,31.1841,-85.252892,5609,14,5371,768,63,58,5,23,3121,3066,41.8,43.0,40.8,2487,2.49,32705.0
Ashland,Alabama,Clay,South,East South Central,33.230215,-85.867824,4354,20,4326,665,69,194,0,109,2635,2468,42.4,43.6,40.6,2110,2.35,28292.0
Ashville,Alabama,Saint Clair,South,East South Central,33.817665,-86.213044,6535,55,6608,597,100,165,2,82,3606,3713,40.0,40.9,39.3,2747,2.63,35735.0
Athens,Alabama,Limestone,South,East South Central,34.765786,-87.108167,53195,456,42932,7536,729,3608,71,2577,25991,27262,29.03,29.8,28.3,20338,1.8875,28943.0
Atmore,Alabama,Baldwin,South,East South Central,31.174268,-87.494964,15704,64,9331,7809,1305,359,14,164,8153,10202,12.67,12.97,12.47,6135,0.84,9062.0
Attalla,Alabama,De Kalb,South,East South Central,34.08229,-86.058557,12915,51,10919,1109,167,511,8,373,6361,6055,39.9,41.0,38.8,4918,2.49,29941.0
Auburn,Alabama,Lee,South,East South Central,32.557826,-85.479864,65211,3039,40279,11523,393,1777,59,903,27125,28147,16.93,17.57,16.47,24563,1.473333,13065.0
Auburn University,Alabama,Lee,South,East South Central,32.599435,-85.488958,3150,71,2822,273,27,100,1,21,2002,1148,19.4,19.5,19.4,1,1.0,0.0
Autaugaville,Alabama,Autauga,South,East South Central,32.456314,-86.714785,1489,1,745,1211,16,27,1,22,1025,950,41.2,41.9,40.1,800,2.47,29345.0
Axis,Alabama,Mobile,South,East South Central,30.954331,-88.018212,1373,2,1152,278,72,11,3,3,751,730,38.6,39.2,38.4,546,2.71,44231.0
Baileyton,Alabama,Cullman,South,East South Central,34.304454,-86.635313,2070,5,2033,23,42,53,4,30,1049,1068,40.1,40.2,40.0,831,2.55,31902.0
Banks,Alabama,Barbour,South,East South Central,31.810721,-85.761834,1788,7,1106,405,17,4,1,3,761,761,46.1,46.8,45.7,657,2.32,26649.0
Bankston,Alabama,Fayette,South,East South Central,33.709984,-87.682884,1219,0,1009,14,4,2,1,2,490,531,42.3,43.5,41.5,407,2.51,30625.0
Bay Minette,Alabama,Baldwin,South,East South Central,30.886059,-87.758137,17267,150,14277,4446,367,313,9,165,9728,9362,37.8,38.5,37.1,6968,2.58,34499.0
Bayou La Batre,Alabama,Mobile,South,East South Central,30.404099,-88.260304,1966,531,1175,295,11,51,10,31,983,1000,33.5,34.8,32.7,667,2.97,24181.0
Bear Creek,Alabama,Marion,South,East South Central,34.213268,-87.74189,1175,3,1119,0,13,16,1,11,557,580,40.7,43.0,37.9,462,2.46,26295.0
Beatrice,Alabama,Monroe,South,East South Central,31.740868,-87.108083,729,2,179,824,5,3,0,1,536,472,43.9,47.3,38.7,437,2.31,18796.0
Beaverton,Alabama,Lamar,South,East South Central,33.951082,-88.037888,685,1,652,22,7,7,1,1,339,334,47.2,48.8,46.1,292,2.3,27500.0
Belk,Alabama,Fayette,South,East South Central,33.642616,-87.924528,100,1,95,5,0,0,0,0,54,46,51.5,50.5,54.5,45,2.22,30625.0
Bellamy,Alabama,Sumter,South,East South Central,32.426668,-88.135101,329,5,38,286,0,5,0,0,181,148,43.4,44.5,39.0,133,2.47,18438.0
Belle Mina,Alabama,Limestone,South,East South Central,34.6567,-86.8795,68,1,14,49,0,3,0,4,36,32,47.0,53.4,41.0,32,2.13,0.0
Bellwood,Alabama,Geneva,South,East South Central,31.176208,-85.800795,285,8,176,85,17,14,0,10,149,136,44.6,48.5,41.0,126,2.26,25833.0
Berry,Alabama,Fayette,South,East South Central,33.621728,-87.56701,4123,12,3757,131,21,28,1,10,1957,1944,39.5,40.3,38.7,1553,2.51,27061.0
Bessemer,Alabama,Jefferson,South,East South Central,33.401858,-86.943222,73370,356,35843,33414,524,2701,29,2018,36706,34757,29.28,31.0,27.83,27309,1.89,25400.5
Billingsley,Alabama,Autauga,South,East South Central,32.621763,-86.713741,1539,3,1162,137,8,36,0,17,682,631,38.0,37.0,38.9,496,2.65,31944.0
Birmingham,Alabama,Jefferson,South,East South Central,33.399602,-86.682992,507532,11833,252823,219483,2771,21348,406,12739,260953,232853,17.74,18.47,16.95,201876,1.115573,17484.26
Black,Alabama,Geneva,South,East South Central,31.020682,-85.780766,622,2,565,19,5,8,0,8,296,299,42.2,41.8,42.4,244,2.44,33750.0
Blountsville,Alabama,Blount,South,East South Central,34.117896,-86.562142,7334,29,7476,45,119,762,20,353,3948,3985,38.5,39.3,37.8,3041,2.61,31458.0
Boaz,Alabama,Blount,South,East South Central,34.187622,-86.19741,24561,135,22389,324,312,2597,57,1694,12457,12078,37.9,39.05,36.85,9338,2.61,29519.0
Boligee,Alabama,Greene,South,East South Central,32.771772,-88.029342,1982,1,214,1792,8,7,0,5,1041,968,38.0,41.1,34.5,837,2.4,15833.0
Bon Air,Alabama,Talladega,South,East South Central,33.2638,-86.3359,66,0,54,11,4,3,0,4,37,29,28.0,25.8,36.5,22,3.0,0.0
Bon Secour,Alabama,Baldwin,South,East South Central,30.312316,-87.742554,513,4,672,15,5,144,3,73,401,363,36.4,33.8,37.6,292,2.62,38558.0
Boykin,Alabama,Wilcox,South,East South Central,32.093615,-87.282594,230,0,16,212,0,2,0,2,117,113,40.5,43.9,37.8,86,2.67,24583.0
Brantley,Alabama,Coffee,South,East South Central,31.557284,-86.317495,1994,12,2043,481,37,55,0,27,1325,1241,41.3,43.8,39.0,1076,2.38,22917.0
Bremen,Alabama,Cullman,South,East South Central,33.945896,-87.013089,3835,13,3368,18,21,23,1,6,1723,1680,41.6,41.0,42.3,1340,2.54,32385.0
Brent,Alabama,Bibb,South,East South Central,32.923422,-87.276234,2766,5,2449,3068,13,87,7,27,1870,3671,36.2,38.2,35.7,1342,2.63,23258.0
Brewton,Alabama,Conecuh,South,East South Central,31.144278,-87.067169,15898,82,11760,4161,212,283,10,184,8440,7762,20.2,21.0,19.55,6474,1.23,15055.5
Bridgeport,Alabama,Jackson,South,East South Central,34.937566,-85.777605,3010,6,3144,270,147,55,4,42,1786,1696,41.1,41.7,40.3,1447,2.41,29519.0
Brierfield,Alabama,Bibb,South,East South Central,33.069403,-86.979053,1375,0,1314,260,30,15,2,9,801,780,38.7,39.1,38.3,596,2.65,38125.0
Brilliant,Alabama,Marion,South,East South Central,34.050368,-87.752432,1514,1,1553,3,16,13,0,0,809,749,44.7,45.5,43.7,692,2.25,24470.0
Brookside,Alabama,Jefferson,South,East South Central,33.639205,-86.910431,297,1,183,113,3,0,0,3,178,119,30.4,29.3,33.2,123,2.41,15694.0
Brookwood,Alabama,Jefferson,South,East South Central,33.331599,-87.259008,4066,8,3436,232,36,74,0,30,1892,1807,33.9,34.1,33.8,1335,2.72,39522.0
Brownsboro,Alabama,Madison,South,East South Central,34.722068,-86.468098,3168,55,2741,111,58,46,7,9,1494,1439,44.5,44.5,44.4,1190,2.46,54948.0
Brundidge,Alabama,Coffee,South,East South Central,31.666594,-85.800622,4902,26,2642,1914,83,136,1,67,2471,2206,44.5,46.7,42.1,2055,2.28,20287.0
Bryant,Alabama,Jackson,South,East South Central,34.909606,-85.650924,3246,14,3487,17,110,46,2,20,1808,1774,41.1,41.5,40.7,1403,2.55,33688.0
Bucks,Alabama,Mobile,South,East South Central,31.0113,-88.0226,46,0,29,17,1,1,0,0,21,25,37.5,35.5,38.5,25,1.84,0.0
Buhl,Alabama,Tuscaloosa,South,East South Central,33.238311,-87.745537,2020,0,1879,314,17,71,0,48,1134,1100,38.9,39.1,38.8,868,2.57,33799.0
Butler,Alabama,Choctaw,South,East South Central,32.090524,-88.232843,4043,11,2571,1503,13,27,2,23,2131,1967,44.9,47.3,41.2,1763,2.25,27823.0
Calera,Alabama,Chilton,South,East South Central,33.11094,-86.717582,15057,143,11491,3026,99,762,11,474,7735,7230,32.9,33.4,32.3,5877,2.54,39710.0
Calvert,Alabama,Washington,South,East South Central,31.171377,-87.993215,555,0,196,309,59,10,2,6,256,299,39.1,41.0,37.6,207,2.68,19306.0
Camden,Alabama,Wilcox,South,East South Central,31.989288,-87.285678,4852,6,1571,3243,14,26,1,6,2565,2249,40.1,42.8,36.8,1858,2.53,17994.0
Camp Hill,Alabama,Chambers,South,East South Central,32.804249,-85.66997,2323,4,830,1777,20,44,1,17,1365,1265,46.4,45.7,47.2,1133,2.31,23397.0
Campbell,Alabama,Clarke,South,East South Central,31.956012,-88.051802,130,0,31,28,2,0,0,0,25,36,48.5,52.3,45.5,31,1.97,24583.0
Carbon Hill,Alabama,Fayette,South,East South Central,33.832254,-87.531158,2908,8,4135,191,24,40,1,21,2212,2129,42.1,43.5,40.7,1793,2.41,23623.0
Carrollton,Alabama,Pickens,South,East South Central,33.259046,-88.13287,3077,2,1598,1741,10,170,70,133,1775,1685,40.2,42.4,37.5,1392,2.36,26932.0
Castleberry,Alabama,Conecuh,South,East South Central,31.329014,-87.016231,2308,2,1618,788,25,21,1,12,1229,1191,44.8,45.1,44.4,1055,2.29,22341.0
Catherine,Alabama,Wilcox,South,East South Central,32.154942,-87.471136,632,1,92,375,8,2,0,0,239,222,38.8,40.4,36.5,184,2.51,17614.0
Cecil,Alabama,Macon,South,East South Central,32.31605,-85.984662,523,9,395,151,8,13,2,8,292,270,41.6,40.6,42.6,188,2.99,41500.0
Cedar Bluff,Alabama,Cherokee,South,East South Central,34.254859,-85.610168,4686,23,4504,314,57,45,6,20,2443,2393,45.6,46.2,45.0,2032,2.38,31725.0
Centre,Alabama,Cherokee,South,East South Central,34.121219,-85.59266,10124,29,9299,728,128,107,4,37,5139,4948,45.0,46.8,43.3,4148,2.36,30227.0
Centreville,Alabama,Bibb,South,East South Central,32.918437,-87.122843,5657,31,4616,1086,53,145,11,102,2977,2854,40.1,42.4,37.7,2320,2.45,33571.0
Chancellor,Alabama,Coffee,South,East South Central,31.183797,-85.873454,1730,12,1559,141,21,19,5,7,854,868,43.7,44.0,43.3,714,2.41,27900.0
Chatom,Alabama,Washington,South,East South Central,31.5119,-88.264942,1500,1,2366,468,13,19,1,6,1441,1401,40.6,42.6,38.6,1079,2.5,34716.0
Chelsea,Alabama,Shelby,South,East South Central,33.314781,-86.668362,9492,157,8501,478,66,315,14,136,4729,4505,36.3,36.3,36.4,3265,2.8,58696.0
Cherokee,Alabama,Colbert,South,East South Central,34.741038,-87.992533,4306,11,3483,537,37,54,2,32,2073,1970,45.2,46.4,44.0,1705,2.37,29724.0
Childersburg,Alabama,Talladega,South,East South Central,33.26363,-86.384506,7509,45,5004,2668,71,97,10,43,4132,3581,38.2,38.6,37.8,3105,2.48,26906.0
Chunchula,Alabama,Mobile,South,East South Central,30.960928,-88.18828,4749,11,4855,416,247,49,1,20,2717,2714,37.9,38.0,37.8,1973,2.75,36151.0
Citronelle,Alabama,Mobile,South,East South Central,31.034107,-88.265638,7030,36,5350,1247,604,156,3,98,3687,3496,37.1,38.1,36.0,2595,2.74,33308.0
Clanton,Alabama,Chilton,South,East South Central,32.826962,-86.669067,20126,102,16922,2238,160,1141,18,785,10196,9782,39.0,39.55,38.4,7760,2.525,33664.5
Clayton,Alabama,Barbour,South,East South Central,31.858753,-85.411036,3453,9,2208,2889,20,81,0,43,1814,3336,37.5,41.9,36.0,1419,2.41,22056.0
Cleveland,Alabama,Blount,South,East South Central,33.971302,-86.60019,3580,23,3783,29,32,380,0,174,1999,1997,38.0,38.3,37.8,1489,2.68,41399.0
Clio,Alabama,Barbour,South,East South Central,31.693228,-85.562028,1838,8,1403,1469,33,538,15,437,1020,2298,37.0,37.1,37.0,769,2.6,19726.0
Clopton,Alabama,Barbour,South,East South Central,31.626422,-85.411459,520,1,307,282,2,8,0,1,304,286,44.3,46.0,42.1,232,2.54,21023.0
Coden,Alabama,Mobile,South,East South Central,30.381477,-88.187407,2702,103,2581,75,27,80,2,71,1343,1475,43.7,44.5,42.8,1057,2.67,33214.0
Coffee Springs,Alabama,Coffee,South,East South Central,31.174105,-85.951746,1203,5,1242,42,26,10,0,5,666,630,45.6,44.6,46.3,547,2.37,27303.0
Coffeeville,Alabama,Clarke,South,East South Central,31.791973,-88.030584,972,4,767,470,6,2,1,0,645,587,45.9,46.7,45.1,534,2.31,23380.0
Coker,Alabama,Tuscaloosa,South,East South Central,33.287686,-87.683046,3868,14,3675,94,21,152,3,103,1902,1978,38.6,39.8,37.9,1442,2.69,45388.0
Collinsville,Alabama,Cherokee,South,East South Central,34.292002,-85.8838,4825,26,4911,306,178,1442,57,1195,3266,3248,35.7,36.9,34.5,2285,2.77,26277.0
Columbia,Alabama,Henry,South,East South Central,31.336355,-85.16261,2045,4,1937,324,22,28,5,13,1140,1136,44.5,46.1,42.6,952,2.39,26896.0
Columbiana,Alabama,Shelby,South,East South Central,33.226176,-86.610458,7350,31,7363,1258,58,295,4,178,4148,4639,38.6,40.9,36.8,2997,2.63,37215.0
Cook Springs,Alabama,Saint Clair,South,East South Central,33.587903,-86.406427,277,0,272,5,0,2,0,0,210,67,83.8,85.0,78.3,88,1.33,52969.0
Coosada,Alabama,Elmore,South,East South Central,32.498019,-86.316538,1020,2,675,434,7,34,0,12,566,557,37.9,39.2,37.5,404,2.78,40179.0
Cordova,Alabama,Walker,South,East South Central,33.737392,-87.15343,5488,16,5132,441,57,73,4,35,2943,2662,42.1,43.4,40.8,2267,2.42,23064.0
Cottondale,Alabama,Tuscaloosa,South,East South Central,33.171115,-87.38133,11402,52,9099,1746,85,443,0,279,5575,5552,36.5,37.2,35.7,4340,2.56,40019.0
Cottonwood,Alabama,Houston,South,East South Central,31.052749,-85.32373,3106,11,3291,511,69,43,0,18,1946,1891,42.2,42.8,41.6,1566,2.44,27349.0
Courtland,Alabama,Lawrence,South,East South Central,34.671852,-87.288651,1496,4,851,985,59,26,3,19,996,874,40.9,43.6,38.0,845,2.21,22218.0
Cowarts,Alabama,Houston,South,East South Central,31.213476,-85.299528,1574,2,1425,207,35,16,0,9,843,789,39.6,40.4,38.5,630,2.59,0.0
Coy,Alabama,Wilcox,South,East South Central,31.882136,-87.356149,431,0,90,489,2,2,0,0,294,285,41.3,41.2,41.4,248,2.33,15060.0
Cragford,Alabama,Clay,South,East South Central,33.173602,-85.728615,950,0,959,5,8,18,0,9,461,508,42.2,45.4,39.0,398,2.43,27424.0
Crane Hill,Alabama,Cullman,South,East South Central,34.043736,-87.054085,3714,9,2578,2,36,19,1,10,1295,1322,49.6,50.2,49.2,1129,2.32,40574.0
Creola,Alabama,Mobile,South,East South Central,30.935892,-87.996768,1984,5,1673,195,55,59,1,38,927,1008,35.8,36.9,35.3,697,2.78,34231.0
Cropwell,Alabama,Saint Clair,South,East South Central,33.505938,-86.323944,3899,23,3881,182,43,81,0,23,2072,2029,46.2,46.8,45.9,1703,2.41,47803.0
Crossville,Alabama,De Kalb,South,East South Central,34.29675,-86.040706,6962,14,6490,45,250,1902,25,1655,4184,4116,34.4,35.4,33.3,2827,2.89,30346.0
Cuba,Alabama,Sumter,South,East South Central,32.43391,-88.320152,1661,4,465,1461,6,13,1,5,1026,904,41.3,43.2,38.9,823,2.35,21976.0
Cullman,Alabama,Cullman,South,East South Central,34.14938,-86.747356,44825,279,40075,299,478,2485,29,1289,21464,20529,29.6,30.7,28.5,16770,1.875,24978.25
Cusseta,Alabama,Chambers,South,East South Central,32.759879,-85.26481,2245,26,1806,317,4,8,0,5,1093,1036,37.1,36.4,37.9,813,2.62,36689.0
Dadeville,Alabama,Tallapoosa,South,East South Central,32.830089,-85.752156,10064,36,6320,1891,60,68,1,37,4237,4032,47.7,49.3,46.3,3498,2.29,35288.0
Daleville,Alabama,Coffee,South,East South Central,31.232988,-85.738221,8840,262,6820,1840,218,896,37,282,4448,4624,36.6,38.0,35.1,3886,2.33,33453.0
Danville,Alabama,Cullman,South,East South Central,34.406313,-87.172609,5379,5,4649,233,346,71,2,54,2549,2586,39.2,39.9,38.5,1968,2.6,35696.0
